cancer,wavenumber,shap,abs_shap
PRC,1261.73,-0.017195298509980403,0.017195298509980403
PRC,1263.66,-0.02303395451497266,0.02303395451497266
PRC,1265.59,-0.01984366549112896,0.01984366549112896
PRC,1267.52,0.027961692417165836,0.027961692417165836
PRC,1269.45,0.030794523203608586,0.030794523203608586
PRC,1271.37,0.012347844091953768,0.012347844091953768
PRC,1273.3,-0.0034257425542623906,0.0034257425542623906
PRC,1275.23,-0.02072292182119146,0.02072292182119146
PRC,1277.16,-0.0028626396508847907,0.0028626396508847907
PRC,1279.09,0.023247512683043803,0.023247512683043803
PRC,1281.01,0.0008453135420232092,0.0008453135420232092
PRC,1282.94,-0.02091864946979534,0.02091864946979534
PRC,1284.87,-0.013446223788288714,0.013446223788288714
PRC,1286.8,0.055619286336356884,0.055619286336356884
PRC,1288.73,0.04017704021645074,0.04017704021645074
PRC,1290.65,0.025992576550279672,0.025992576550279672
PRC,1292.58,0.001155737188402605,0.001155737188402605
PRC,1294.51,-0.04778126551833762,0.04778126551833762
PRC,1296.44,-0.038960558588182974,0.038960558588182974
PRC,1298.36,-0.016060799775709973,0.016060799775709973
PRC,1300.29,0.028240355376448024,0.028240355376448024
PRC,1302.22,0.05145080927552844,0.05145080927552844
PRC,1304.15,-0.045246307299815505,0.045246307299815505
PRC,1306.08,-0.07318562895680131,0.07318562895680131
PRC,1308.0,-0.02865257474569229,0.02865257474569229
PRC,1309.93,0.046158111929353436,0.046158111929353436
PRC,1311.86,-0.0020595964197131006,0.0020595964197131006
PRC,1313.79,-0.02417840279439221,0.02417840279439221
PRC,1315.72,0.01646326786615902,0.01646326786615902
PRC,1317.64,0.004871964088569862,0.004871964088569862
PRC,1319.57,0.00012368183271048859,0.00012368183271048859
PRC,1321.5,0.004328416735262212,0.004328416735262212
PRC,1323.43,0.007402061990167563,0.007402061990167563
PRC,1325.36,-0.009680967048912373,0.009680967048912373
PRC,1327.28,-0.022702080193856982,0.022702080193856982
PRC,1329.21,-0.058373644179372255,0.058373644179372255
PRC,1331.14,0.009694987583479246,0.009694987583479246
PRC,1333.07,0.004236444671539635,0.004236444671539635
PRC,1334.99,-0.007526759319221071,0.007526759319221071
PRC,1336.92,0.23378817306261437,0.23378817306261437
PRC,1338.85,0.32725600269102456,0.32725600269102456
PRC,1340.78,0.15560840836997974,0.15560840836997974
PRC,1342.71,-0.08908421807592352,0.08908421807592352
PRC,1344.63,-0.10859127064745895,0.10859127064745895
PRC,1346.56,0.03254421710476871,0.03254421710476871
PRC,1348.49,-0.04718954022817276,0.04718954022817276
PRC,1350.42,-0.023985373016267447,0.023985373016267447
PRC,1352.35,-0.1515850662573665,0.1515850662573665
PRC,1354.27,-0.06644867611182557,0.06644867611182557
PRC,1356.2,0.21314093401711043,0.21314093401711043
PRC,1358.13,0.16665437828429103,0.16665437828429103
PRC,1360.06,0.09767824417979337,0.09767824417979337
